,movie_id,similar_movie_id
725,82690,18360
726,260514,62177
727,260514,82881
728,260514,81188
729,260514,80321
730,260514,95610
731,76492,62177
732,76492,68726
733,76492,68728
734,76492,68735
735,76492,68737
736,739542,114478
737,739542,9473
738,739542,3179
739,739542,2310
740,739542,14239
741,802504,82881
742,802504,84174
743,802504,72207
744,802504,82695
745,802504,76333
746,481084,49519
747,481084,49530
748,481084,71880
749,481084,81188
750,481084,80321
751,676842,62177
752,676842,67900
753,676842,59302
754,676842,64807
755,676842,65754
756,621870,75656
757,621870,49530
758,621870,62211
759,621870,72559
760,621870,65086
761,232672,49519
762,232672,70868
763,232672,71880
764,232672,80278
765,232672,88042
766,778814,19724
767,778814,24056
768,778814,44214
769,778814,55721
770,778814,9641
771,887645,72105
772,887645,71618
773,887645,71668
774,887645,71689
775,887645,64328
776,287947,72190
777,287947,71668
778,287947,71676
779,287947,64328
780,287947,72545
781,607383,26515
782,607383,26528
783,607383,25195
784,607383,22949
785,607383,22970
786,412117,62177
787,412117,68718
788,412117,83770
789,412117,82881
790,412117,73935
791,404368,71668
792,404368,71670
793,404368,72478
794,404368,64328
795,404368,73723
796,5255,17979
797,5255,18925
798,5255,30431
799,5255,25472
800,5255,310
801,647302,82424
802,647302,11186
803,647302,11187
804,647302,11249
805,647302,1857
806,109418,22620
807,109418,28178
808,109418,19913
809,109418,25475
810,109418,21705
811,225886,16538
812,225886,16553
813,225886,19265
814,225886,22620
815,225886,19724
816,522931,22821
817,522931,38700
818,522931,15969
819,522931,19286
820,522931,19288
821,270946,71668
822,270946,74465
823,270946,73723
824,270946,72545
825,270946,72559
826,9023,74465
827,9023,73723
828,9023,82690
829,9023,68718
830,9023,76492
831,14160,75258
832,14160,75736
833,14160,75761
834,14160,73723
835,14160,49519
836,351694,72105
837,351694,71618
838,351694,71668
839,351694,71676
840,351694,71689
841,726739,22620
842,726739,28178
843,726739,17908
844,726739,39451
845,726739,34672
846,810,75258
847,810,75736
848,810,73723
849,810,49519
850,810,54113
851,8920,65218
852,8920,63710
853,8920,86130
854,8920,114150
855,8920,157433
856,223702,59965
857,223702,97051
858,223702,76493
859,223702,86828
860,223702,86838
861,41630,64807
862,41630,68718
863,41630,68726
864,41630,91417
865,41630,89492
866,23988,71668
867,23988,64328
868,23988,72545
869,23988,82650
870,23988,82690
871,857910,529414
872,857910,792517
873,857910,822562
874,857910,836487
875,109439,95610
876,109439,71668
877,109439,71670
878,109439,72571
879,109439,74997
880,530079,83088
881,530079,83090
882,530079,83091
883,530079,73245
884,530079,59967
885,39513,22947
886,39513,22949
887,39513,22954
888,39513,23398
889,39513,18360
890,576393,74135
891,576393,74465
892,576393,49524
893,576393,49530
894,576393,66105
895,272818,58595
896,272818,75258
897,272818,76544
898,272818,76589
899,272818,75624
900,364689,22821
901,364689,28178
902,364689,37430
903,364689,33217
904,364689,16523
905,643882,74997
906,643882,55301
907,643882,54113
908,643882,54138
909,643882,76617
910,269149,22821
911,269149,22832
912,269149,37430
913,269149,37498
914,269149,38700
915,150540,62177
916,150540,65759
917,150540,68726
918,150540,68728
919,150540,89492
920,20048,72190
921,20048,71668
922,20048,64328
923,20048,72545
924,20048,82633
925,590223,23202
926,590223,32657
927,590223,19908
928,590223,36685
929,590223,22843
930,105965,71880
931,105965,88042
932,105965,93456
933,105965,91586
934,105965,116149
935,16996,72478
936,16996,82690
937,16996,74018
938,16996,81250
939,16996,84892
940,554596,62177
941,554596,67900
942,554596,64807
943,554596,65759
944,159824,26515
945,159824,22970
946,159824,26648
947,159824,29426
948,159824,27793
949,10201,8467
950,10201,65851
951,10201,9448
952,10201,9846
953,14849,72478
954,14849,72570
955,14849,59967
956,14849,97051
957,14849,79707
958,34544,62177
959,34544,65759
960,34544,68718
961,34544,68721
962,34544,68726
963,11688,107811
964,11688,616
965,11688,634
966,11688,1494
967,11688,809
968,9502,22804
969,9502,26388
970,9502,37498
971,9502,32856
972,9502,35019
973,594328,81188
974,594328,80321
975,594328,105864
976,594328,109445
977,594328,8965
978,228326,80389
979,228326,95610
980,228326,59962
981,228326,15212
982,228326,16642
983,49013,75258
984,49013,75736
985,49013,74523
986,49013,73723
987,49013,74997
988,38055,71668
989,38055,71676
990,38055,71689
991,38055,64328
992,38055,74465
993,390043,72559
994,390043,74998
995,390043,77866
996,390043,59965
997,390043,59967
998,433422,25961
999,433422,24752
1000,433422,21832
1001,433422,34433
1002,433422,34584
1003,36728,83088
1004,36728,83090
1005,36728,83091
1006,36728,73245
1007,36728,75624
1008,542178,33408
1009,542178,16995
1010,542178,28
1011,542178,241
1012,542178,293
1013,77338,75258
1014,77338,75736
1015,77338,49519
1016,77338,77805
1017,77338,59962
1018,37834,22947
1019,37834,22949
1020,37834,22954
1021,37834,23398
1022,37834,18360
1023,496243,72190
1024,496243,81481
1025,496243,75761
1026,496243,75638
1027,496243,93456
1028,675353,68735
1029,675353,80410
1030,675353,79516
1031,675353,647
1032,675353,756
1033,9948,75761
1034,9948,70587
1035,9948,97630
1036,9948,82703
1037,9948,854
1038,709629,59962
1039,709629,54138
1040,709629,62211
1041,709629,77016
1042,709629,72105
1043,953,22620
1044,953,29426
1045,953,31442
1046,953,28178
1047,953,36593
1048,768334,71672
1049,768334,83899
1050,768334,11284
1051,768334,11470
1052,768334,14282
1053,375794,29427
1054,375794,41402
1055,375794,19185
1056,375794,23437
1057,375794,18405
1058,239563,22821
1059,239563,28178
1060,239563,16553
1061,239563,22620
1062,239563,24122
1063,453071,79707
1064,453071,82424
1065,453071,113082
1066,453071,83088
1067,453071,83090
1068,950,38700
1069,950,16859
1070,950,26736
1071,950,20352
1072,950,22794
1073,19840,22971
1074,19840,28178
1075,19840,32657
1076,19840,33217
1077,19840,35019
1078,484718,27310
1079,484718,27793
1080,484718,25018
1081,484718,19286
1082,484718,19288
1083,797394,58595
1084,797394,75656
1085,797394,74513
1086,797394,68179
1087,797394,72559
1088,57800,73723
1089,57800,49519
1090,57800,62204
1091,57800,62211
1092,721656,72105
1093,721656,82693
1094,721656,59962
1095,721656,68718
1096,721656,80035
1097,353486,27310
1098,353486,32657
1099,353486,27793
1100,353486,27259
1101,353486,25018
1102,14405,68726
1103,14405,89492
1104,14405,97430
1105,14405,81188
1106,14405,71668
1107,577242,64328
1108,577242,762
1109,577242,9477
1110,577242,9320
1111,577242,4327
1112,4258,75258
1113,4258,75736
1114,4258,74997
1115,4258,49519
1116,4258,55301
1117,139038,71668
1118,139038,64328
1119,139038,72545
1120,139038,72571
1121,139038,82650
1122,62177,73723
1123,62177,82690
1124,62177,75258
1125,62177,87436
1126,62177,76589
1127,644092,676
1128,644092,124905
1129,644092,11544
1130,644092,12403
1131,644092,20760
1132,136799,15906
1133,136799,16859
1134,136799,20352
1135,136799,16962
1136,136799,21705
1137,374205,22843
1138,374205,36218
1139,374205,16859
1140,374205,21832
1141,374205,28874
1142,14306,75258
1143,14306,75736
1144,14306,75761
1145,14306,75780
1146,14306,74513
1147,454640,71668
1148,454640,71670
1149,454640,73723
1150,454640,72571
1151,454640,82690
1152,536728,62177
1153,536728,67900
1154,536728,59302
1155,536728,64807
1156,536728,65754
1157,638134,72105
1158,638134,71618
1159,638134,71668
1160,638134,71689
1161,638134,83088
1162,351819,28468
1163,351819,24402
1164,351819,23988
1165,351819,19908
1166,351819,19918
1167,630520,50393
1168,630520,91417
1169,630520,78080
1170,630520,81188
1171,630520,79113
1172,93456,30636
1173,93456,22947
1174,93456,22949
1175,93456,22954
1176,93456,23398
1177,20222,26528
1178,20222,25195
1179,20222,22947
1180,20222,22949
1181,20222,22970
1182,37786,68734
1183,37786,73935
1184,37786,84174
1185,37786,80389
1186,37786,95608
1187,4248,22970
1188,4248,19908
1189,4248,19918
1190,4248,40264
1191,4248,36593
1192,553835,68726
1193,553835,68728
1194,553835,68735
1195,553835,68737
1196,553835,79707
1197,825597,82424
1198,825597,82023
1199,825597,83564
1200,825597,76122
1201,825597,76535
1202,621876,65754
1203,621876,68730
1204,621876,68737
1205,621876,83770
1206,621876,81774
1207,19908,62177
1208,19908,65759
1209,19908,68718
1210,19908,68721
1211,19908,68728
1212,256591,64807
1213,256591,68718
1214,256591,68728
1215,256591,97430
1216,256591,74997
1217,682254,22821
1218,682254,22949
1219,682254,28178
1220,682254,32916
1221,682254,22620
1222,46195,22824
1223,46195,22881
1224,46195,22947
1225,46195,22949
1226,46195,22954
1227,302699,59965
1228,302699,68734
1229,302699,71552
1230,302699,84892
1231,302699,92182
1232,41154,59967
1233,41154,68179
1234,41154,87421
1235,41154,80035
1236,41154,70981
1237,10192,75258
1238,10192,73723
1239,10192,49519
1240,10192,49529
1241,10192,54138
1242,400928,31170
1243,400928,34584
1244,400928,39451
1245,400928,35052
1246,400928,22582
1247,27581,75258
1248,27581,75736
1249,27581,49519
1250,27581,62206
1251,27581,62211
1252,80321,75258
1253,80321,74465
1254,80321,73723
1255,80321,49519
1256,80321,49529
1257,14248,71689
1258,14248,75638
1259,14248,79694
1260,14248,98566
1261,14248,79516
1262,12153,72570
1263,12153,82675
1264,12153,59965
1265,12153,75656
1266,12153,93837
1267,140300,62177
1268,140300,91417
1269,140300,89899
1270,140300,82881
1271,140300,73935
1272,134374,22824
1273,134374,22881
1274,134374,22947
1275,134374,22949
1276,134374,22954
1277,82702,26515
1278,82702,30636
1279,82702,22683
1280,82702,27310
1281,82702,27769
1282,13971,68721
1283,13971,71689
1284,13971,72478
1285,13971,74018
1286,13971,74465
1287,278154,16859
1288,278154,20352
1289,278154,27022
1290,278154,17130
1291,278154,22794
1292,10521,59962
1293,10521,54138
1294,10521,62211
1295,10521,77016
1296,10521,72105
1297,920,22804
1298,920,22821
1299,920,22824
1300,920,22881
1301,920,22947
1302,346910,68726
1303,346910,95610
1304,346910,71668
1305,346910,71670
1306,346910,72571
1307,84354,26648
1308,84354,26338
1309,84354,35019
1310,84354,35052
1311,84354,30061
1312,20352,22824
1313,20352,22881
1314,20352,22947
1315,20352,22949
1316,20352,22954
1317,19899,22804
1318,19899,22824
1319,19899,22881
1320,19899,22947
1321,19899,22949
1322,10202,40205
1323,10202,36647
1324,10202,24420
1325,10202,105
1326,10202,44943
1327,23631,21191
1328,23631,26389
1329,23631,35056
1330,23631,24150
1331,23631,26515
1332,570269,83088
1333,570269,83090
1334,570269,83091
1335,570269,73245
1336,570269,82675
1337,14560,75258
1338,14560,75736
1339,14560,49519
1340,14560,77866
1341,14560,75802
1342,187017,75258
1343,187017,75736
1344,187017,74018
1345,187017,49519
1346,187017,62206
1347,87428,81481
1348,87428,64682
1349,87428,65057
1350,87428,126250
1351,42246,74465
1352,42246,82690
1353,42246,74523
1354,42246,76493
1355,42246,93456
1356,19994,62177
1357,19994,68726
1358,19994,77663
1359,19994,89492
1360,19994,89899
1361,338967,84226
1362,338967,74997
1363,338967,49519
1364,338967,55301
1365,338967,54113
1366,136795,82675
1367,136795,77866
1368,136795,59965
1369,136795,59967
1370,136795,75780
1371,385103,72105
1372,385103,71689
1373,385103,73723
1374,385103,82690
1375,385103,82693
1376,402900,58595
1377,402900,75656
1378,402900,49527
1379,402900,59108
1380,402900,57201
1381,11430,22949
1382,11430,27310
1383,11430,27793
1384,11430,25018
1385,11430,19286
1386,648964,62177
1387,648964,67900
1388,648964,54318
1389,648964,64807
1390,648964,65759
1391,874965,62177
1392,874965,67900
1393,874965,59302
1394,874965,64807
1395,874965,65754
1396,11836,62177
1397,11836,82881
1398,11836,81188
1399,11836,116613
1400,11836,80321
1401,381289,75761
1402,381289,75780
1403,381289,63492
1404,381289,49529
1405,381289,77877
1406,624963,23202
1407,624963,32657
1408,624963,23988
1409,624963,23521
1410,624963,24150
1411,508947,74018
1412,508947,74465
1413,508947,59965
1414,508947,57214
1415,508947,71689
1416,38322,22804
1417,38322,22821
1418,38322,22824
1419,38322,22881
1420,38322,22947
1421,785457,47971
1422,785457,9456
1423,785457,9495
1424,785457,16456
1425,71552,22821
1426,71552,22824
1427,71552,22881
1428,71552,22947
1429,71552,22949
1430,4523,32657
1431,4523,37430
1432,4523,33217
1433,4523,32916
1434,4523,15906
1435,8363,23202
1436,8363,38700
1437,8363,33217
1438,8363,35052
1439,8363,30026
1440,62213,68728
1441,62213,73935
1442,62213,72571
1443,62213,82657
1444,62213,109445
1445,16985,62177
1446,16985,67900
1447,16985,64807
1448,16985,65759
1449,16985,91417
1450,664168,72105
1451,664168,72190
1452,664168,71618
1453,664168,71668
1454,664168,71670
1455,509967,77016
1456,509967,81446
1457,509967,70074
1458,509967,68718
1459,509967,76493
1460,76489,22824
1461,76489,22881
1462,76489,22947
1463,76489,22949
1464,76489,22954
1465,454983,22971
1466,454983,32657
1467,454983,32856
1468,454983,35019
1469,454983,35052
1470,15165,65759
1471,15165,64328
1472,15165,82695
1473,15165,109445
1474,15165,85373
1475,646380,62320
1476,646380,76649
1477,646380,664
1478,646380,818
1479,646380,1891
1480,19458,62177
1481,19458,64807
1482,19458,65754
1483,19458,91417
1484,19458,89899
